latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.880768,-8.5372925,19.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),sunshine_duration (s),is_day (),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²)
2026-02-14T02:00,0.3,73,6.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T03:00,-0.5,78,4.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T04:00,-0.6,78,6.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T05:00,-1.3,79,5.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T06:00,-1.2,78,6.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T07:00,-2.4,80,2.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T08:00,-2.1,77,2.9,0.00,1,2.0,0.0,2.0,0.0,0.0
2026-02-14T09:00,-0.9,73,1.4,2278.85,1,47.0,11.0,36.0,120.6,75.9
2026-02-14T10:00,-0.1,72,2.9,0.00,1,85.0,0.0,85.0,0.0,78.9
2026-02-14T11:00,1.3,67,5.8,0.00,1,104.0,0.0,104.0,0.0,96.5
2026-02-14T12:00,2.7,70,5.0,0.00,1,97.0,0.0,97.0,0.0,90.0
2026-02-14T13:00,5.7,68,17.6,0.00,1,161.0,1.0,160.0,2.4,150.5
2026-02-14T14:00,6.0,66,18.4,0.00,1,87.0,0.0,87.0,0.0,80.7
2026-02-14T15:00,5.7,68,23.0,0.00,1,48.0,0.0,48.0,0.0,44.5
2026-02-14T16:00,4.8,83,22.0,0.00,1,39.0,0.0,39.0,0.0,36.2
2026-02-14T17:00,4.7,89,22.7,0.00,1,17.0,0.0,17.0,0.0,15.8
2026-02-14T18:00,5.6,91,18.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T19:00,5.9,92,18.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T20:00,6.7,95,22.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T21:00,7.8,97,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T22:00,8.7,97,7.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-14T23:00,8.2,97,4.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T00:00,7.8,96,4.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T01:00,8.4,91,7.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T02:00,8.2,91,4.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T03:00,8.2,91,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T04:00,8.5,93,8.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T05:00,8.8,93,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T06:00,8.7,94,9.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T07:00,8.6,91,16.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T08:00,8.5,91,14.8,0.00,1,3.0,0.0,3.0,0.0,0.0
2026-02-15T09:00,9.0,91,14.0,0.00,1,16.0,0.0,16.0,0.0,14.8
2026-02-15T10:00,9.6,88,10.4,3600.00,1,161.0,82.0,79.0,376.6,278.7
2026-02-15T11:00,10.2,84,14.8,2100.86,1,176.0,42.0,134.0,130.0,216.7
2026-02-15T12:00,10.7,66,23.8,3600.00,1,363.0,270.0,93.0,684.3,649.4
2026-02-15T13:00,10.4,62,25.2,3600.00,1,396.0,286.0,110.0,668.9,687.1
2026-02-15T14:00,10.2,60,26.6,3600.00,1,329.0,198.0,131.0,471.8,528.2
2026-02-15T15:00,10.3,54,27.4,3600.00,1,342.0,260.0,82.0,699.7,626.1
2026-02-15T16:00,9.9,63,19.8,1131.77,1,81.0,28.0,53.0,97.7,112.9
2026-02-15T17:00,7.6,76,17.6,3600.00,1,138.0,97.0,41.0,569.7,305.4
2026-02-15T18:00,7.3,76,15.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T19:00,6.6,78,16.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T20:00,6.2,78,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T21:00,6.7,84,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T22:00,6.4,81,16.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-15T23:00,5.5,86,18.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T00:00,5.1,89,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T01:00,4.7,84,22.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T02:00,4.0,85,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T03:00,5.0,83,20.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T04:00,4.6,85,13.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T05:00,4.8,81,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T06:00,5.1,79,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T07:00,4.9,82,16.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T08:00,5.3,80,17.6,0.00,1,1.0,0.0,1.0,0.0,0.0
2026-02-16T09:00,6.3,78,20.2,3600.00,1,53.0,22.0,31.0,227.6,108.4
2026-02-16T10:00,7.3,74,20.9,3600.00,1,195.0,149.0,46.0,668.1,409.0
2026-02-16T11:00,7.7,77,22.3,3600.00,1,195.0,72.0,123.0,219.2,270.6
2026-02-16T12:00,8.4,72,16.9,0.00,1,101.0,0.0,101.0,0.0,93.7
2026-02-16T13:00,9.4,65,25.6,3600.00,1,329.0,161.0,168.0,371.8,482.2
2026-02-16T14:00,8.9,74,19.4,3600.00,1,288.0,77.0,211.0,181.1,352.4
2026-02-16T15:00,7.8,82,25.9,0.00,1,70.0,0.0,70.0,0.0,64.9
2026-02-16T16:00,7.9,83,20.2,0.00,1,48.0,0.0,48.0,0.0,44.5
2026-02-16T17:00,7.7,82,18.7,0.00,1,66.0,1.0,65.0,5.7,63.0
2026-02-16T18:00,7.2,82,18.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T19:00,6.9,82,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T20:00,6.8,83,13.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T21:00,6.7,83,11.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T22:00,6.6,85,6.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-16T23:00,6.1,83,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T00:00,5.9,83,5.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T01:00,5.6,84,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T02:00,5.5,82,7.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T03:00,5.2,83,1.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T04:00,5.2,82,4.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T05:00,5.1,75,5.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T06:00,5.0,71,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T07:00,4.8,61,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T08:00,4.7,61,9.4,0.00,1,1.0,0.0,1.0,0.0,0.0
2026-02-17T09:00,4.9,64,13.0,0.00,1,12.0,0.0,12.0,0.0,11.1
2026-02-17T10:00,4.8,72,14.4,0.00,1,36.0,0.0,36.0,0.0,33.4
2026-02-17T11:00,5.4,73,13.3,0.00,1,63.0,0.0,63.0,0.0,58.4
2026-02-17T12:00,6.2,77,15.5,0.00,1,90.0,0.0,90.0,0.0,83.5
2026-02-17T13:00,6.3,83,16.9,0.00,1,114.0,0.0,114.0,0.0,105.8
2026-02-17T14:00,6.3,86,17.3,0.00,1,74.0,0.0,74.0,0.0,68.6
2026-02-17T15:00,6.6,90,18.4,0.00,1,53.0,0.0,53.0,0.0,49.2
2026-02-17T16:00,6.6,91,21.2,0.00,1,42.0,0.0,42.0,0.0,39.0
2026-02-17T17:00,6.7,92,19.1,0.00,1,11.0,0.0,11.0,0.0,10.2
2026-02-17T18:00,7.0,93,19.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T19:00,7.0,93,18.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T20:00,7.0,91,18.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T21:00,7.1,93,16.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T22:00,7.1,92,20.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-17T23:00,6.8,94,22.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T00:00,6.8,96,21.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T01:00,7.4,95,19.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T02:00,8.0,96,19.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T03:00,8.7,96,18.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T04:00,9.5,97,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T05:00,9.6,95,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T06:00,9.6,96,12.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T07:00,9.3,94,9.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T08:00,9.1,95,11.2,0.00,1,1.0,0.0,1.0,0.0,0.0
2026-02-18T09:00,9.3,94,10.4,0.00,1,34.0,1.0,33.0,9.8,34.0
2026-02-18T10:00,9.5,93,11.2,0.00,1,80.0,0.0,80.0,0.0,74.2
2026-02-18T11:00,9.8,92,11.5,0.00,1,83.0,0.0,83.0,0.0,77.0
2026-02-18T12:00,9.4,93,5.8,0.00,1,59.0,0.0,59.0,0.0,54.7
2026-02-18T13:00,8.3,89,7.6,0.00,1,74.0,0.0,74.0,0.0,68.6
2026-02-18T14:00,8.7,89,2.2,0.00,1,94.0,0.0,94.0,0.0,87.2
2026-02-18T15:00,9.2,85,5.0,0.00,1,99.0,1.0,98.0,2.6,93.0
2026-02-18T16:00,9.0,84,4.7,0.00,1,102.0,1.0,101.0,3.3,95.9
2026-02-18T17:00,8.8,89,5.4,0.00,1,46.0,0.0,46.0,0.0,42.7
2026-02-18T18:00,8.8,87,8.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T19:00,8.2,87,6.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T20:00,7.4,90,4.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T21:00,5.9,90,7.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T22:00,5.2,92,5.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-18T23:00,5.3,92,4.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T00:00,5.5,92,3.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T01:00,5.5,92,1.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T02:00,5.3,92,2.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T03:00,5.3,94,2.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T04:00,5.6,95,3.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T05:00,5.6,95,4.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T06:00,5.7,93,4.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T07:00,5.1,95,5.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T08:00,7.7,87,17.3,0.00,1,1.0,0.0,1.0,0.0,0.9
2026-02-19T09:00,8.4,80,20.5,0.00,1,37.0,6.0,31.0,56.1,48.4
2026-02-19T10:00,8.8,77,19.4,0.00,1,68.0,14.0,54.0,58.5,82.7
2026-02-19T11:00,8.5,76,22.0,0.00,1,85.0,5.0,80.0,14.5,84.7
2026-02-19T12:00,8.7,67,21.6,2518.96,1,186.0,60.0,126.0,144.0,237.1
2026-02-19T13:00,9.7,59,20.2,3600.00,1,332.0,151.0,181.0,335.8,465.7
2026-02-19T14:00,9.2,66,20.5,3498.72,1,308.0,78.0,230.0,176.6,367.7
2026-02-19T15:00,9.5,62,21.6,0.00,1,152.0,0.0,152.0,0.0,141.0
2026-02-19T16:00,9.5,62,14.0,3600.00,1,261.0,200.0,61.0,650.8,487.7
2026-02-19T17:00,8.9,60,11.2,3600.00,1,116.0,49.0,67.0,257.5,185.3
2026-02-19T18:00,8.0,67,13.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T19:00,6.3,78,7.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T20:00,6.3,77,6.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T21:00,5.7,81,6.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T22:00,6.6,81,7.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-19T23:00,6.5,84,10.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T00:00,7.5,81,13.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T01:00,7.7,82,8.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T02:00,8.0,82,10.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T03:00,8.6,88,19.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T04:00,8.8,93,22.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T05:00,9.5,93,27.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T06:00,10.1,94,25.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T07:00,10.7,93,18.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T08:00,10.7,89,18.4,0.00,1,3.0,0.0,3.0,0.0,2.8
2026-02-20T09:00,10.8,89,19.8,0.00,1,29.0,0.0,29.0,0.0,26.9
2026-02-20T10:00,11.2,86,26.3,0.00,1,38.0,0.0,38.0,0.0,35.3
2026-02-20T11:00,8.6,85,24.1,0.00,1,72.0,0.0,72.0,0.0,66.8
2026-02-20T12:00,11.1,74,23.8,3600.00,1,341.0,203.0,138.0,480.5,531.0
2026-02-20T13:00,11.8,67,28.8,3600.00,1,422.0,302.0,120.0,663.2,701.6
2026-02-20T14:00,12.2,59,25.2,0.00,1,234.0,11.0,223.0,24.6,228.4
2026-02-20T15:00,12.4,62,22.7,3600.00,1,293.0,148.0,145.0,371.4,431.7
2026-02-20T16:00,12.5,64,19.4,2998.56,1,169.0,50.0,119.0,160.0,216.7
2026-02-20T17:00,12.0,71,16.9,0.00,1,50.0,0.0,50.0,0.0,46.4
2026-02-20T18:00,11.3,85,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T19:00,11.4,88,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T20:00,11.6,88,16.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T21:00,11.3,89,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T22:00,11.4,87,19.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-20T23:00,11.1,86,20.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T00:00,10.8,87,16.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T01:00,10.5,87,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T02:00,10.5,89,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T03:00,10.6,87,16.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T04:00,10.5,90,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T05:00,10.8,90,11.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T06:00,11.1,93,10.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T07:00,11.0,97,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T08:00,11.4,94,9.7,0.00,1,2.0,0.0,2.0,0.0,1.9
2026-02-21T09:00,11.6,95,15.5,0.00,1,14.0,0.0,14.0,0.0,13.0
2026-02-21T10:00,12.0,94,15.8,0.00,1,56.0,0.0,56.0,0.0,51.9
2026-02-21T11:00,12.2,95,18.0,0.00,1,27.0,0.0,27.0,0.0,25.0
2026-02-21T12:00,12.3,94,15.1,0.00,1,69.0,0.0,69.0,0.0,64.0
2026-02-21T13:00,12.7,93,20.9,0.00,1,142.0,1.0,141.0,2.2,132.7
2026-02-21T14:00,12.6,92,19.4,0.00,1,98.0,0.0,98.0,0.0,90.9
2026-02-21T15:00,12.3,93,18.7,0.00,1,104.0,1.0,103.0,2.5,97.5
2026-02-21T16:00,11.9,95,21.2,0.00,1,32.0,0.0,32.0,0.0,29.7
2026-02-21T17:00,11.6,97,21.6,0.00,1,10.0,0.0,10.0,0.0,9.3
2026-02-21T18:00,11.5,97,19.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T19:00,11.6,95,17.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T20:00,11.8,96,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T21:00,11.9,96,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T22:00,11.9,94,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-21T23:00,11.4,90,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T00:00,10.9,92,13.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T01:00,10.1,89,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T02:00,9.4,90,9.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T03:00,9.0,92,5.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T04:00,9.5,91,10.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T05:00,9.3,92,11.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T06:00,9.1,93,9.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T07:00,9.4,92,11.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T08:00,9.4,92,13.0,189.41,1,7.0,2.0,5.0,38.2,15.8
2026-02-22T09:00,10.0,90,13.0,3600.00,1,90.0,57.0,33.0,461.4,195.7
2026-02-22T10:00,10.9,84,13.0,3600.00,1,201.0,121.0,80.0,472.2,341.5
2026-02-22T11:00,11.5,79,16.6,3600.00,1,277.0,144.0,133.0,397.7,414.5
2026-02-22T12:00,12.3,73,22.7,3600.00,1,370.0,258.0,112.0,594.6,606.2
2026-02-22T13:00,12.4,72,26.6,3600.00,1,312.0,122.0,190.0,261.4,410.5
2026-02-22T14:00,12.1,73,22.3,0.00,1,154.0,8.0,146.0,17.5,150.8
2026-02-22T15:00,12.0,74,26.3,0.00,1,133.0,1.0,132.0,2.4,124.4
2026-02-22T16:00,11.0,83,20.5,985.14,1,184.0,30.0,154.0,92.8,205.0
2026-02-22T17:00,10.8,81,23.8,389.35,1,112.0,15.0,97.0,73.0,125.4
2026-02-22T18:00,10.6,82,24.5,0.00,1,0.0,0.0,0.0,0.0,0.0
2026-02-22T19:00,10.0,88,20.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T20:00,9.7,85,18.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T21:00,9.6,85,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T22:00,9.6,83,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-22T23:00,9.5,85,13.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T00:00,9.1,81,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T01:00,8.9,82,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T02:00,8.7,83,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T03:00,8.7,82,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T04:00,8.9,86,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T05:00,9.2,87,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T06:00,9.6,90,13.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T07:00,9.8,95,11.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T08:00,10.4,93,12.6,0.00,1,2.0,0.0,2.0,0.0,1.9
2026-02-23T09:00,10.3,93,11.9,0.00,1,19.0,0.0,19.0,0.0,17.6
2026-02-23T10:00,10.5,94,8.6,0.00,1,22.0,0.0,22.0,0.0,20.4
2026-02-23T11:00,10.7,98,13.7,0.00,1,66.0,0.0,66.0,0.0,61.2
2026-02-23T12:00,12.0,96,18.4,0.00,1,44.0,0.0,44.0,0.0,40.8
2026-02-23T13:00,12.4,95,20.5,0.00,1,173.0,4.0,169.0,8.5,164.4
2026-02-23T14:00,12.7,93,20.2,0.00,1,119.0,0.0,119.0,0.0,110.4
2026-02-23T15:00,12.5,92,20.2,0.00,1,45.0,0.0,45.0,0.0,41.7
2026-02-23T16:00,12.7,89,18.0,0.00,1,61.0,0.0,61.0,0.0,56.6
2026-02-23T17:00,12.3,91,15.8,0.00,1,28.0,0.0,28.0,0.0,26.0
2026-02-23T18:00,12.2,90,18.0,0.00,1,0.0,0.0,0.0,0.0,0.0
2026-02-23T19:00,11.8,92,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T20:00,11.5,90,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T21:00,11.5,88,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T22:00,10.8,87,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-23T23:00,11.0,85,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T00:00,10.7,86,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T01:00,10.5,89,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T02:00,10.4,86,19.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T03:00,10.3,89,18.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T04:00,10.4,88,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T05:00,10.3,89,16.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T06:00,10.2,91,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T07:00,10.3,88,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T08:00,10.1,92,12.6,0.00,1,2.0,0.0,2.0,0.0,1.9
2026-02-24T09:00,10.7,87,14.0,424.98,1,57.0,10.0,47.0,74.2,70.6
2026-02-24T10:00,10.9,88,16.2,0.00,1,80.0,1.0,79.0,3.7,75.4
2026-02-24T11:00,11.1,82,17.3,0.00,1,70.0,11.0,59.0,29.4,76.5
2026-02-24T12:00,10.7,87,14.0,0.00,1,57.0,0.0,57.0,0.0,52.9
2026-02-24T13:00,10.9,87,16.9,0.00,1,79.0,0.0,79.0,0.0,73.3
2026-02-24T14:00,11.2,84,20.5,0.00,1,175.0,9.0,166.0,19.2,171.0
2026-02-24T15:00,11.5,82,16.9,0.00,1,174.0,17.0,157.0,40.4,178.4
2026-02-24T16:00,10.9,89,13.3,0.00,1,45.0,2.0,43.0,6.0,43.9
2026-02-24T17:00,11.0,88,14.0,0.00,1,60.0,1.0,59.0,4.6,57.0
2026-02-24T18:00,10.7,87,11.9,0.00,1,0.0,0.0,0.0,0.0,0.0
2026-02-24T19:00,10.7,90,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T20:00,10.6,94,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T21:00,10.5,96,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T22:00,10.6,97,17.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-24T23:00,10.8,97,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T00:00,10.9,96,15.1,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T01:00,10.9,96,15.5,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T02:00,10.9,97,13.7,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T03:00,11.0,97,13.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T04:00,11.1,96,14.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T05:00,11.0,97,7.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T06:00,10.9,98,5.4,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T07:00,10.7,99,6.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T08:00,10.8,99,8.3,0.00,1,1.0,0.0,1.0,0.0,0.9
2026-02-25T09:00,11.2,97,7.2,0.00,1,44.0,2.0,42.0,14.2,44.2
2026-02-25T10:00,11.8,94,8.3,0.00,1,86.0,0.0,86.0,0.0,79.8
2026-02-25T11:00,12.5,92,9.0,1678.03,1,177.0,44.0,133.0,115.9,209.4
2026-02-25T12:00,13.4,86,12.6,1590.46,1,226.0,51.0,175.0,113.0,258.9
2026-02-25T13:00,13.7,85,10.4,3159.78,1,276.0,80.0,196.0,165.3,331.5
2026-02-25T14:00,13.4,86,13.7,3440.03,1,258.0,83.0,175.0,174.7,318.0
2026-02-25T15:00,13.4,82,11.2,0.00,1,163.0,16.0,147.0,37.6,166.9
2026-02-25T16:00,13.1,83,13.3,3600.00,1,208.0,79.0,129.0,233.0,277.4
2026-02-25T17:00,12.7,83,12.2,0.00,1,91.0,12.0,79.0,54.4,100.0
2026-02-25T18:00,11.8,88,12.2,0.00,1,0.0,0.0,0.0,0.0,0.0
2026-02-25T19:00,11.4,89,12.2,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T20:00,10.9,90,11.9,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T21:00,10.9,91,13.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T22:00,10.6,92,14.0,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-25T23:00,10.7,87,17.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-26T00:00,10.5,88,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-26T01:00,10.4,89,14.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-26T02:00,10.5,89,15.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-26T03:00,10.5,92,17.3,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-26T04:00,10.6,91,17.6,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-26T05:00,10.4,92,19.8,0.00,0,0.0,0.0,0.0,0.0,0.0
2026-02-26T06:00,10.5,89,19.4,0.00,0,0.0,0.0,0.0,0.0,0.0
